,City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,Category
8279,Chennai,2016-03-22,69.38,50.245000000000005,18.52,1.02,3.35,28.48,128.31034482758622,Moderate
8280,Chennai,2016-03-23,68.25,50.245000000000005,10.38,0.93,3.54,20.14,124.89655172413794,Moderate
8281,Chennai,2016-03-24,64.05,50.245000000000005,11.13,0.82,4.04,20.81,111.24137931034483,Moderate
8282,Chennai,2016-03-25,59.46,50.245000000000005,10.97,0.79,3.67,21.8,98.3103448275862,Satisfactory
8283,Chennai,2016-03-26,64.1,50.245000000000005,5.2,0.69,3.35,23.17,111.24137931034483,Moderate
8284,Chennai,2016-03-27,63.03,50.245000000000005,7.26,0.65,3.15,33.42,107.82758620689656,Moderate
8285,Chennai,2016-03-28,46.09,50.245000000000005,8.79,0.84,4.09,30.0,76.34482758620689,Satisfactory
8286,Chennai,2016-03-29,51.43,50.245000000000005,8.2,0.97,3.99,19.84,84.79310344827587,Satisfactory
8287,Chennai,2016-03-30,53.32,50.245000000000005,7.83,0.79,4.42,19.58,88.17241379310346,Satisfactory
8288,Chennai,2016-03-31,55.51,50.245000000000005,7.36,0.67,4.16,22.65,93.24137931034483,Satisfactory
8289,Chennai,2016-04-01,64.92,50.245000000000005,7.16,0.84,3.88,19.22,114.65517241379311,Moderate
8290,Chennai,2016-04-02,65.84,50.245000000000005,5.4,2.02,3.58,19.93,118.06896551724138,Moderate
8291,Chennai,2016-04-03,63.65,50.245000000000005,5.76,0.81,3.97,20.87,111.24137931034483,Moderate
8292,Chennai,2016-04-04,67.33,50.245000000000005,7.21,0.77,4.08,19.9,121.48275862068965,Moderate
8293,Chennai,2016-04-05,68.04,50.245000000000005,9.32,1.1,3.9,21.71,124.89655172413794,Moderate
8294,Chennai,2016-04-06,70.13,50.245000000000005,10.91,1.29,3.68,24.49,131.72413793103448,Moderate
8295,Chennai,2016-04-07,64.37,50.245000000000005,14.68,1.12,3.39,23.19,111.24137931034483,Moderate
8296,Chennai,2016-04-08,56.54,50.245000000000005,6.9,0.84,3.1,15.53,94.93103448275862,Satisfactory
8297,Chennai,2016-04-09,54.83,50.245000000000005,7.41,0.6,3.23,31.04,91.55172413793103,Satisfactory
8298,Chennai,2016-04-10,61.1,50.245000000000005,7.96,0.61,3.18,42.09,101.0,Moderate
8299,Chennai,2016-04-11,61.34,50.245000000000005,11.1,0.66,3.33,44.35,101.0,Moderate
8300,Chennai,2016-04-12,56.23,50.245000000000005,17.24,0.62,3.2,37.1,93.24137931034483,Satisfactory
8301,Chennai,2016-04-13,59.15,50.245000000000005,18.86,0.68,3.54,48.46,98.3103448275862,Satisfactory
8302,Chennai,2016-04-14,55.65,50.245000000000005,12.33,0.61,3.21,59.44,93.24137931034483,Satisfactory
8303,Chennai,2016-04-15,54.15,50.245000000000005,12.57,0.65,4.31,45.28,89.86206896551724,Satisfactory
8304,Chennai,2016-04-16,56.37,50.245000000000005,12.29,0.74,4.84,29.27,93.24137931034483,Satisfactory
8305,Chennai,2016-04-17,54.71,50.245000000000005,12.81,0.67,3.12,32.01,91.55172413793103,Satisfactory
8306,Chennai,2016-04-18,55.5,50.245000000000005,13.47,0.69,3.26,26.98,93.24137931034483,Satisfactory
8307,Chennai,2016-04-19,56.62,50.245000000000005,15.05,0.61,3.15,25.79,94.93103448275862,Satisfactory
8308,Chennai,2016-04-20,60.73,50.245000000000005,16.53,0.86,3.2,23.39,101.0,Moderate
8309,Chennai,2016-04-21,51.55,50.245000000000005,13.44,1.02,3.63,35.06,86.48275862068965,Satisfactory
8310,Chennai,2016-04-22,51.96,50.245000000000005,13.52,0.9,4.71,44.55,86.48275862068965,Satisfactory
8311,Chennai,2016-04-23,60.21,50.245000000000005,11.49,0.93,4.13,46.92,100.0,Satisfactory
8312,Chennai,2016-04-24,65.26,50.245000000000005,11.83,0.69,3.66,54.93,114.65517241379311,Moderate
8313,Chennai,2016-04-25,61.78,50.245000000000005,13.51,0.94,3.46,42.23,104.41379310344827,Moderate
8314,Chennai,2016-04-26,57.7,50.245000000000005,11.26,0.77,3.47,28.18,96.62068965517241,Satisfactory
8315,Chennai,2016-04-27,56.99,50.245000000000005,15.37,0.76,3.41,27.37,94.93103448275862,Satisfactory
8316,Chennai,2016-04-28,51.73,50.245000000000005,18.17,1.09,3.49,23.58,86.48275862068965,Satisfactory
8317,Chennai,2016-04-29,48.7,50.245000000000005,17.65,0.96,3.49,29.76,81.41379310344828,Satisfactory
8318,Chennai,2016-04-30,65.21,50.245000000000005,17.26,2.0,3.96,33.3,114.65517241379311,Moderate
8319,Chennai,2016-05-01,89.6,50.245000000000005,16.96,0.89,5.03,54.2,200.0,Moderate
8320,Chennai,2016-05-02,58.58,50.245000000000005,16.06,1.02,5.34,47.31,98.3103448275862,Satisfactory
8321,Chennai,2016-05-03,54.16,50.245000000000005,15.93,1.05,5.27,38.81,89.86206896551724,Satisfactory
8322,Chennai,2016-05-04,55.79,50.245000000000005,15.74,1.0,5.1,34.5,93.24137931034483,Satisfactory
8323,Chennai,2016-05-05,57.2,50.245000000000005,13.99,0.78,4.96,32.6,94.93103448275862,Satisfactory
8324,Chennai,2016-05-06,64.95,50.245000000000005,13.29,1.0,4.78,41.1,114.65517241379311,Moderate
8325,Chennai,2016-05-07,56.02,50.245000000000005,14.38,0.99,4.95,42.11,93.24137931034483,Satisfactory
8326,Chennai,2016-05-08,53.3,50.245000000000005,13.8,1.01,4.63,32.45,88.17241379310346,Satisfactory
8327,Chennai,2016-05-09,52.04,50.245000000000005,13.85,1.15,4.84,24.26,86.48275862068965,Satisfactory
8328,Chennai,2016-05-10,61.37,50.245000000000005,15.13,1.1,4.61,22.41,101.0,Moderate
8329,Chennai,2016-05-11,59.24,50.245000000000005,14.66,1.16,4.49,31.62,98.3103448275862,Satisfactory
8330,Chennai,2016-05-12,58.43,50.245000000000005,18.69,1.23,4.43,53.25,96.62068965517241,Satisfactory
8331,Chennai,2016-05-13,68.42,50.245000000000005,16.17,1.24,4.58,53.29,124.89655172413794,Moderate
8332,Chennai,2016-05-14,62.47,50.245000000000005,13.86,1.24,4.44,48.37,104.41379310344827,Moderate
8333,Chennai,2016-05-15,55.77,50.245000000000005,12.38,2.1,4.1,51.8,100.0,Satisfactory
8334,Chennai,2016-05-16,58.8,50.245000000000005,13.77,1.15,3.89,58.35,98.3103448275862,Satisfactory
8335,Chennai,2016-05-17,81.06,50.245000000000005,20.11,1.15,4.65,38.9,169.27586206896552,Moderate
8336,Chennai,2016-05-18,65.17,50.245000000000005,25.13,1.28,4.74,27.97,114.65517241379311,Moderate
8337,Chennai,2016-05-19,48.59,50.245000000000005,21.24,1.37,3.58,41.45,81.41379310344828,Satisfactory
8338,Chennai,2016-05-20,45.05,50.245000000000005,25.57,1.24,4.01,55.65,74.65517241379311,Satisfactory
8339,Chennai,2016-05-21,51.6,50.245000000000005,16.03,1.15,4.65,52.65,86.48275862068965,Satisfactory
8340,Chennai,2016-05-22,51.67,50.245000000000005,16.22,0.95,4.58,56.21,86.48275862068965,Satisfactory
8341,Chennai,2016-05-23,51.11,50.245000000000005,20.41,0.98,5.18,41.93,84.79310344827587,Satisfactory
8342,Chennai,2016-05-24,50.24,50.245000000000005,19.87,1.09,4.3,51.11,83.10344827586206,Satisfactory
8343,Chennai,2016-05-25,45.89,50.245000000000005,18.13,1.15,5.11,48.96,76.34482758620689,Satisfactory
8344,Chennai,2016-05-26,48.61,50.245000000000005,18.15,2.55,3.78,41.27,112.27848101265823,Moderate
8345,Chennai,2016-05-27,51.67,50.245000000000005,18.0,1.67,3.71,49.56,100.0,Satisfactory
8346,Chennai,2016-05-28,50.64,50.245000000000005,17.49,1.84,3.96,55.38,100.0,Satisfactory
8347,Chennai,2016-05-29,44.88,50.245000000000005,15.77,1.49,3.89,59.45,74.65517241379311,Satisfactory
8348,Chennai,2016-05-30,43.41,50.245000000000005,10.44,1.48,4.09,48.16,71.27586206896552,Satisfactory
8349,Chennai,2016-05-31,57.32,50.245000000000005,12.13,1.42,3.48,61.61,94.93103448275862,Satisfactory
8350,Chennai,2016-06-01,43.52,50.245000000000005,11.38,1.94,4.53,58.74,100.0,Satisfactory
8351,Chennai,2016-06-02,41.29,50.245000000000005,10.64,1.86,4.86,40.93,100.0,Satisfactory
8352,Chennai,2016-06-03,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8353,Chennai,2016-06-04,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8354,Chennai,2016-06-05,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8355,Chennai,2016-06-06,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8356,Chennai,2016-06-07,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8357,Chennai,2016-06-08,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8358,Chennai,2016-06-09,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8359,Chennai,2016-06-10,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8360,Chennai,2016-06-11,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8361,Chennai,2016-06-12,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8362,Chennai,2016-06-13,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8363,Chennai,2016-06-14,43.16,50.245000000000005,17.81,2.14,5.18,19.23,100.0,Satisfactory
8364,Chennai,2016-06-15,32.64,50.245000000000005,15.81,2.17,4.07,33.41,100.0,Satisfactory
8365,Chennai,2016-06-16,44.73,50.245000000000005,13.57,2.64,3.67,36.19,112.27848101265823,Moderate
8366,Chennai,2016-06-17,41.29,50.245000000000005,13.78,2.13,5.04,28.24,100.0,Satisfactory
8367,Chennai,2016-06-18,45.76,50.245000000000005,11.62,1.92,4.48,33.51,100.0,Satisfactory
8368,Chennai,2016-06-19,43.38,50.245000000000005,9.81,1.81,4.05,49.08,100.0,Satisfactory
8369,Chennai,2016-06-20,38.93,50.245000000000005,8.44,2.08,3.32,47.71,100.0,Satisfactory
8370,Chennai,2016-06-21,42.3,50.245000000000005,15.62,1.49,3.08,37.87,69.58620689655173,Satisfactory
8371,Chennai,2016-06-22,32.8,50.245000000000005,11.31,1.47,4.76,31.72,54.37931034482759,Satisfactory
8372,Chennai,2016-06-23,40.78,50.245000000000005,12.82,0.92,3.72,22.67,67.89655172413794,Satisfactory
8373,Chennai,2016-06-24,50.94,50.245000000000005,10.78,0.71,4.1,27.66,84.79310344827587,Satisfactory
8374,Chennai,2016-06-25,45.545,50.245000000000005,15.44,0.855,6.54,30.475,76.34482758620689,Satisfactory
8375,Chennai,2016-06-26,73.03,50.245000000000005,18.13,0.19,1.44,30.475,141.9655172413793,Moderate
8376,Chennai,2016-06-27,46.17,50.245000000000005,17.56,1.0,3.05,32.27,76.34482758620689,Satisfactory
8377,Chennai,2016-06-28,60.36,50.245000000000005,13.17,0.82,3.5,28.09,100.0,Satisfactory
8378,Chennai,2016-06-29,42.8,50.245000000000005,22.99,1.42,2.59,15.69,71.27586206896552,Satisfactory
8379,Chennai,2016-06-30,109.5,50.245000000000005,17.81,1.08,7.29,9.94,265.8620689655172,Poor
8380,Chennai,2016-07-01,45.6,50.245000000000005,15.08,1.1,5.13,10.94,76.34482758620689,Satisfactory
8381,Chennai,2016-07-02,47.91,50.245000000000005,10.99,1.23,5.13,19.56,79.72413793103448,Satisfactory
8382,Chennai,2016-07-03,30.43,50.245000000000005,11.59,0.99,5.88,22.09,50.0,Good
8383,Chennai,2016-07-04,96.65,50.245000000000005,15.97,1.22,8.02,14.71,221.48275862068965,Poor
8384,Chennai,2016-07-05,138.41750000000002,50.245000000000005,16.33,1.16,9.24,11.26,314.04651162790697,Very Poor
8385,Chennai,2016-07-06,29.09,50.245000000000005,13.53,1.06,3.8,16.99,50.0,Good
8386,Chennai,2016-07-07,29.34,50.245000000000005,13.49,1.43,3.55,4.46,50.0,Good
8387,Chennai,2016-07-08,57.26,50.245000000000005,18.17,1.37,3.23,10.57,94.93103448275862,Satisfactory
8388,Chennai,2016-07-09,28.3,50.245000000000005,15.79,0.93,3.05,11.86,50.0,Good
8389,Chennai,2016-07-10,35.38,50.245000000000005,13.72,1.03,2.41,16.17,57.758620689655174,Satisfactory
8390,Chennai,2016-07-11,22.97,50.245000000000005,14.02,2.15,2.17,10.79,100.0,Satisfactory
8391,Chennai,2016-07-12,23.24,50.245000000000005,15.75,0.97,2.34,28.11,50.0,Good
8392,Chennai,2016-07-13,24.87,50.245000000000005,14.94,0.85,3.32,27.45,50.0,Good
8393,Chennai,2016-07-14,18.67,50.245000000000005,16.61,0.98,5.0,15.02,50.0,Good
8394,Chennai,2016-07-15,26.6,50.245000000000005,14.83,0.96,3.53,39.34,50.0,Good
8395,Chennai,2016-07-16,34.33,50.245000000000005,15.03,0.85,3.92,35.13,56.06896551724138,Satisfactory
8396,Chennai,2016-07-17,35.16,50.245000000000005,12.35,0.83,3.58,36.1,57.758620689655174,Satisfactory
8397,Chennai,2016-07-18,31.69,50.245000000000005,12.95,0.86,4.06,25.9,52.689655172413794,Satisfactory
8398,Chennai,2016-07-19,32.43,50.245000000000005,16.81,2.88,5.57,8.82,112.27848101265823,Moderate
8399,Chennai,2016-07-20,33.09,50.245000000000005,16.36,1.13,4.3,8.77,54.37931034482759,Satisfactory
8400,Chennai,2016-07-21,27.02,50.245000000000005,19.78,1.63,5.5,7.23,100.0,Satisfactory
8401,Chennai,2016-07-22,21.38,50.245000000000005,15.05,1.17,4.81,12.6,50.0,Good
8402,Chennai,2016-07-23,29.69,50.245000000000005,12.64,0.94,4.08,7.8,50.0,Good
8403,Chennai,2016-07-24,59.34,50.245000000000005,7.48,0.96,6.88,36.62,98.3103448275862,Satisfactory
8404,Chennai,2016-07-25,30.71,50.245000000000005,6.49,1.18,5.23,30.475,51.0,Satisfactory
8405,Chennai,2016-07-26,23.58,50.245000000000005,7.82,1.14,2.47,30.475,50.0,Good
8406,Chennai,2016-07-27,24.43,50.245000000000005,7.59,1.22,2.36,24.2,50.0,Good
8407,Chennai,2016-07-28,42.82,50.245000000000005,11.82,1.31,2.92,38.65,71.27586206896552,Satisfactory
8408,Chennai,2016-07-29,28.51,50.245000000000005,13.16,1.26,2.19,15.84,50.0,Good
8409,Chennai,2016-07-30,34.01,50.245000000000005,14.56,1.22,2.36,9.82,56.06896551724138,Satisfactory
8410,Chennai,2016-07-31,32.41,50.245000000000005,14.19,1.12,2.44,1.8,52.689655172413794,Satisfactory
8411,Chennai,2016-08-01,32.88,50.245000000000005,17.12,1.08,2.34,9.89,54.37931034482759,Satisfactory
8412,Chennai,2016-08-02,34.8,50.245000000000005,19.48,1.16,5.49,10.5,57.758620689655174,Satisfactory
8413,Chennai,2016-08-03,40.39,50.245000000000005,14.77,2.88,4.04,11.18,112.27848101265823,Moderate
8414,Chennai,2016-08-04,32.44,50.245000000000005,14.82,1.22,4.39,8.23,52.689655172413794,Satisfactory
8415,Chennai,2016-08-05,30.54,50.245000000000005,15.71,2.72,4.48,12.45,112.27848101265823,Moderate
8416,Chennai,2016-08-06,32.54,50.245000000000005,16.27,1.16,6.76,12.18,54.37931034482759,Satisfactory
8417,Chennai,2016-08-07,37.71,50.245000000000005,11.22,1.08,4.08,20.14,62.827586206896555,Satisfactory
8418,Chennai,2016-08-08,40.69,50.245000000000005,11.54,2.15,3.7,16.91,100.0,Satisfactory
8419,Chennai,2016-08-09,40.85,50.245000000000005,14.07,2.83,3.41,19.75,112.27848101265823,Moderate
8420,Chennai,2016-08-10,35.23,50.245000000000005,13.99,2.88,4.43,17.86,112.27848101265823,Moderate
8421,Chennai,2016-08-11,33.51,50.245000000000005,14.2,2.88,3.39,21.82,112.27848101265823,Moderate
8422,Chennai,2016-08-12,29.11,50.245000000000005,13.67,0.14,3.71,26.59,50.0,Good
8423,Chennai,2016-08-13,30.94,50.245000000000005,11.38,2.37,4.31,22.72,100.0,Satisfactory
8424,Chennai,2016-08-14,29.48,50.245000000000005,10.37,1.07,3.71,16.29,50.0,Good
8425,Chennai,2016-08-15,25.42,50.245000000000005,10.18,2.88,4.42,9.59,112.27848101265823,Moderate
8426,Chennai,2016-08-16,35.09,50.245000000000005,14.66,1.28,3.82,13.97,57.758620689655174,Satisfactory
8427,Chennai,2016-08-17,34.2,50.245000000000005,15.89,1.05,4.58,16.96,56.06896551724138,Satisfactory
8428,Chennai,2016-08-18,55.88,50.245000000000005,10.79,0.79,4.05,32.5,93.24137931034483,Satisfactory
8429,Chennai,2016-08-19,39.96,50.245000000000005,10.7,0.26,3.83,38.19,66.20689655172414,Satisfactory
8430,Chennai,2016-08-20,36.33,50.245000000000005,7.08,0.02,5.09,44.87,59.44827586206897,Satisfactory
8431,Chennai,2016-08-21,26.4,50.245000000000005,6.75,1.21,6.07,58.95,59.0,Satisfactory
8432,Chennai,2016-08-22,40.36,50.245000000000005,8.62,0.05,4.49,44.53,66.20689655172414,Satisfactory
8433,Chennai,2016-08-23,40.21,50.245000000000005,10.09,0.76,4.38,49.73,66.20689655172414,Satisfactory
8434,Chennai,2016-08-24,37.07,50.245000000000005,10.49,1.52,4.46,46.6,100.0,Satisfactory
8435,Chennai,2016-08-25,26.7,50.245000000000005,11.22,1.21,5.12,20.89,50.0,Good
8436,Chennai,2016-08-26,38.63,50.245000000000005,13.13,1.02,4.93,17.15,64.51724137931035,Satisfactory
8437,Chennai,2016-08-27,32.14,50.245000000000005,12.66,0.95,5.16,10.76,52.689655172413794,Satisfactory
8438,Chennai,2016-08-28,33.02,50.245000000000005,10.42,1.08,5.04,18.76,54.37931034482759,Satisfactory
8439,Chennai,2016-08-29,38.11,50.245000000000005,10.74,2.88,5.04,17.52,112.27848101265823,Moderate
8440,Chennai,2016-08-30,37.79,50.245000000000005,12.86,2.84,5.18,18.33,112.27848101265823,Moderate
8441,Chennai,2016-08-31,28.6,50.245000000000005,15.15,1.44,4.53,15.76,50.0,Good
8442,Chennai,2016-09-01,30.82,50.245000000000005,11.49,2.64,4.37,27.96,112.27848101265823,Moderate
8443,Chennai,2016-09-02,42.16,50.245000000000005,13.37,2.34,4.76,24.39,100.0,Satisfactory
8444,Chennai,2016-09-03,36.8,50.245000000000005,12.5,1.61,4.8,17.04,100.0,Satisfactory
8445,Chennai,2016-09-04,31.97,50.245000000000005,19.62,2.08,4.62,22.33,100.0,Satisfactory
8446,Chennai,2016-09-05,23.6,50.245000000000005,13.82,0.98,6.12,11.94,50.0,Good
8447,Chennai,2016-09-06,38.5,50.245000000000005,14.8,2.88,5.45,23.45,112.27848101265823,Moderate
8448,Chennai,2016-09-07,36.26,50.245000000000005,18.66,2.88,4.13,22.59,112.27848101265823,Moderate
8449,Chennai,2016-09-08,42.37,50.245000000000005,15.42,1.03,4.94,36.09,69.58620689655173,Satisfactory
8450,Chennai,2016-09-09,38.87,50.245000000000005,15.96,2.88,3.97,48.12,112.27848101265823,Moderate
8451,Chennai,2016-09-10,43.96,50.245000000000005,17.99,0.61,3.64,26.37,72.9655172413793,Satisfactory
8452,Chennai,2016-09-11,36.26,50.245000000000005,20.14,0.22,3.62,18.27,59.44827586206897,Satisfactory
8453,Chennai,2016-09-12,41.33,50.245000000000005,21.63,0.79,3.7,8.2,67.89655172413794,Satisfactory
8454,Chennai,2016-09-13,44.76,50.245000000000005,23.06,0.16,4.01,13.01,74.65517241379311,Satisfactory
8455,Chennai,2016-09-14,33.01,50.245000000000005,27.52,1.13,3.82,16.61,54.37931034482759,Satisfactory
8456,Chennai,2016-09-15,26.79,50.245000000000005,22.55,2.88,2.38,15.46,112.27848101265823,Moderate
8457,Chennai,2016-09-16,24.54,50.245000000000005,19.16,2.59,2.0,18.47,112.27848101265823,Moderate
8458,Chennai,2016-09-17,34.16,50.245000000000005,20.6,2.88,1.85,10.14,112.27848101265823,Moderate
8459,Chennai,2016-09-18,26.59,50.245000000000005,17.15,2.88,1.56,14.31,112.27848101265823,Moderate
8460,Chennai,2016-09-19,23.76,50.245000000000005,16.71,2.88,1.49,18.08,112.27848101265823,Moderate
8461,Chennai,2016-09-20,22.2,50.245000000000005,34.72,2.88,1.4,7.23,112.27848101265823,Moderate
8462,Chennai,2016-09-21,16.18,50.245000000000005,36.8,2.88,1.31,7.9,112.27848101265823,Moderate
8463,Chennai,2016-09-22,12.79,50.245000000000005,26.79,2.88,1.36,15.27,112.27848101265823,Moderate
8464,Chennai,2016-09-23,18.98,50.245000000000005,24.09,0.03,1.82,16.67,50.0,Good
8465,Chennai,2016-09-24,18.35,50.245000000000005,18.64,0.09,4.42,38.43,50.0,Good
8466,Chennai,2016-09-25,24.87,50.245000000000005,18.02,0.05,7.21,36.73,50.0,Good
8467,Chennai,2016-09-26,33.32,50.245000000000005,17.58,0.07,2.51,39.31,54.37931034482759,Satisfactory
8468,Chennai,2016-09-27,31.93,50.245000000000005,19.07,0.04,2.09,46.34,52.689655172413794,Satisfactory
8469,Chennai,2016-09-28,45.71,50.245000000000005,17.82,0.04,2.27,50.13,76.34482758620689,Satisfactory
8470,Chennai,2016-09-29,40.61,50.245000000000005,18.28,0.11,2.78,35.26,67.89655172413794,Satisfactory
8471,Chennai,2016-09-30,38.14,50.245000000000005,17.9,0.17,2.9,33.94,62.827586206896555,Satisfactory
8472,Chennai,2016-10-01,35.96,50.245000000000005,17.62,0.03,2.27,52.92,59.44827586206897,Satisfactory
8473,Chennai,2016-10-02,45.545,50.245000000000005,15.44,0.0,6.54,30.475,76.34482758620689,Satisfactory
8474,Chennai,2016-10-03,33.05,50.245000000000005,17.63,0.1,2.5,15.11,54.37931034482759,Satisfactory
8475,Chennai,2016-10-04,34.06,50.245000000000005,20.15,0.08,2.74,23.06,56.06896551724138,Satisfactory
8476,Chennai,2016-10-05,29.14,50.245000000000005,28.6,0.1,1.93,35.81,50.0,Good
8477,Chennai,2016-10-06,60.14,50.245000000000005,28.53,0.11,2.87,43.57,100.0,Satisfactory
8478,Chennai,2016-10-07,51.01,50.245000000000005,28.5,0.19,2.57,32.88,84.79310344827587,Satisfactory
8479,Chennai,2016-10-08,36.09,50.245000000000005,28.48,0.05,2.35,46.76,59.44827586206897,Satisfactory
8480,Chennai,2016-10-09,38.46,50.245000000000005,28.53,0.0,2.47,39.59,62.827586206896555,Satisfactory
8481,Chennai,2016-10-10,44.91,50.245000000000005,28.53,0.03,1.98,31.28,74.65517241379311,Satisfactory
8482,Chennai,2016-10-11,32.16,50.245000000000005,28.53,0.02,2.64,28.41,52.689655172413794,Satisfactory
8483,Chennai,2016-10-12,45.11,50.245000000000005,28.54,0.02,2.55,49.57,74.65517241379311,Satisfactory
8484,Chennai,2016-10-13,81.45,50.245000000000005,28.53,0.06,2.1,49.08,169.27586206896552,Moderate
8485,Chennai,2016-10-14,60.89,50.245000000000005,28.46,0.06,16.0,63.32,101.0,Moderate
8486,Chennai,2016-10-15,62.96,50.245000000000005,28.47,0.01,3.07,55.5,107.82758620689656,Moderate
8487,Chennai,2016-10-16,60.19,50.245000000000005,28.48,0.03,2.14,58.43,100.0,Satisfactory
8488,Chennai,2016-10-17,66.69,50.245000000000005,28.46,0.45,2.29,61.2,121.48275862068965,Moderate
8489,Chennai,2016-10-18,78.52,50.245000000000005,28.42,0.13,4.36,69.64,162.44827586206895,Moderate
8490,Chennai,2016-10-19,63.07,50.245000000000005,28.5,0.08,26.16,72.0,107.82758620689656,Moderate
8491,Chennai,2016-10-20,80.58,50.245000000000005,28.56,0.03,4.66,8.36,169.27586206896552,Moderate
8492,Chennai,2016-10-21,73.75,50.245000000000005,28.44,0.26,13.26,77.98749999999998,145.3793103448276,Moderate
8493,Chennai,2016-10-22,80.18,50.245000000000005,28.49,0.21,11.65,65.42,165.86206896551724,Moderate
8494,Chennai,2016-10-23,87.04,50.245000000000005,28.5,0.15,13.75,63.2,189.75862068965517,Moderate
8495,Chennai,2016-10-24,81.0,50.245000000000005,28.49,0.21,19.65,61.0,169.27586206896552,Moderate
8496,Chennai,2016-10-25,85.73,50.245000000000005,28.51,0.34,19.95,52.22,186.3448275862069,Moderate
8497,Chennai,2016-10-26,92.64,50.245000000000005,26.51,0.27,20.69,49.15,207.82758620689654,Poor
8498,Chennai,2016-10-27,98.0,50.245000000000005,13.5,0.1,5.46,62.24,224.89655172413794,Poor
8499,Chennai,2016-10-28,132.38,50.245000000000005,17.75,1.44,14.2,50.72,309.4418604651163,Very Poor
8500,Chennai,2016-10-29,114.08,50.245000000000005,12.53,0.2,7.4,52.28,279.51724137931035,Poor
8501,Chennai,2016-10-30,67.86,50.245000000000005,12.52,0.11,4.77,25.71,124.89655172413794,Moderate
8502,Chennai,2016-10-31,49.57,50.245000000000005,15.05,0.02,4.68,10.23,83.10344827586206,Satisfactory
8503,Chennai,2016-11-01,52.28,50.245000000000005,16.64,0.12,7.14,10.94,86.48275862068965,Satisfactory
8504,Chennai,2016-11-02,47.86,50.245000000000005,16.53,0.12,3.04,4.38,79.72413793103448,Satisfactory
8505,Chennai,2016-11-03,35.54,50.245000000000005,24.26,0.15,2.59,7.28,59.44827586206897,Satisfactory
8506,Chennai,2016-11-04,57.22,50.245000000000005,15.53,0.13,3.73,20.63,94.93103448275862,Satisfactory
8507,Chennai,2016-11-05,66.29,50.245000000000005,14.44,0.14,4.27,44.96,118.06896551724138,Moderate
8508,Chennai,2016-11-06,80.11,50.245000000000005,15.08,0.14,4.24,51.61,165.86206896551724,Moderate
8509,Chennai,2016-11-07,71.86,50.245000000000005,14.88,0.06,2.29,32.83,138.55172413793105,Moderate
8510,Chennai,2016-11-08,80.49,50.245000000000005,15.49,0.02,5.78,42.53,165.86206896551724,Moderate
8511,Chennai,2016-11-09,83.26,50.245000000000005,17.31,0.02,7.74,53.12,176.10344827586206,Moderate
8512,Chennai,2016-11-10,71.16,50.245000000000005,15.26,0.0,6.87,60.63,135.13793103448276,Moderate
8513,Chennai,2016-11-11,76.21,50.245000000000005,13.7,0.02,3.43,56.87,152.20689655172413,Moderate
8514,Chennai,2016-11-12,82.67,50.245000000000005,15.23,0.0,9.39,41.55,176.10344827586206,Moderate
8515,Chennai,2016-11-13,42.54,50.245000000000005,13.79,0.02,1.67,27.37,71.27586206896552,Satisfactory
8516,Chennai,2016-11-14,29.08,50.245000000000005,22.4,0.0,1.48,5.6,50.0,Good
8517,Chennai,2016-11-15,34.55,50.245000000000005,23.17,0.0,1.5,5.94,57.758620689655174,Satisfactory
8518,Chennai,2016-11-16,55.67,50.245000000000005,26.7,0.0,2.26,33.85,93.24137931034483,Satisfactory
8519,Chennai,2016-11-17,66.57,50.245000000000005,26.41,0.0,1.87,72.89,121.48275862068965,Moderate
8520,Chennai,2016-11-18,62.58,50.245000000000005,29.62,0.0,5.8,54.3,107.82758620689656,Moderate
8521,Chennai,2016-11-19,71.55,50.245000000000005,30.81,0.0,5.66,56.87,138.55172413793105,Moderate
8522,Chennai,2016-11-20,58.21,50.245000000000005,30.99,0.02,6.52,43.66,96.62068965517241,Satisfactory
8523,Chennai,2016-11-21,63.87,50.245000000000005,29.83,0.02,4.95,38.81,111.24137931034483,Moderate
8524,Chennai,2016-11-22,83.29,50.245000000000005,30.5,0.0,3.0,46.65,176.10344827586206,Moderate
8525,Chennai,2016-11-23,88.08,50.245000000000005,31.32,0.07,6.04,56.6,193.17241379310343,Moderate
8526,Chennai,2016-11-24,91.49,50.245000000000005,34.32,0.41,10.34,44.08,201.0,Poor
8527,Chennai,2016-11-25,93.71,50.245000000000005,32.16,0.08,8.1,59.17,211.24137931034483,Poor
